Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Market Share (%)
2023-07-13,AI,RTX 3080,Middle East,1423207.11,1514,AI Researchers,Individual,45.99
2023-07-14,Data Center,Quadro P2200,North America,71259.77,4366,AI Researchers,Individual,42.38
2023-07-15,AI,Tesla T4,South America,854840.87,593,Cloud Providers,Individual,34.4
2023-07-15,OEM,Tesla T4,Europe,1701499.54,4149,Gamers,Business,65.13
2023-07-15,AI,RTX 4090,South America,784131.53,2789,Gamers,Individual,65.92
2023-07-15,Data Center,RTX 4090,APAC,865584.63,4678,Educational Institutions,Individual,67.18
2023-07-16,Data Center,RTX 3080,Africa,1185862.86,4231,Educational Institutions,Business,59.24
2023-07-16,AI,Quadro P2200,APAC,888171.96,3113,Cloud Providers,Individual,55.84
2023-07-16,Data Center,Tesla V100,Middle East,1041340.7,3644,Gamers,Individual,38.86
2023-07-17,OEM,Quadro P2200,Europe,963661.37,3436,AI Researchers,Individual,56.52
2023-07-17,Gaming,Tesla T4,Middle East,626067.38,4146,Cloud Providers,Business,38.18
2023-07-18,Data Center,Quadro P2200,Middle East,1215378.58,483,AI Researchers,Business,41.05
2023-07-18,OEM,RTX 4090,North America,1707469.31,1175,Cloud Providers,Business,52.44
2023-07-18,OEM,RTX 4090,APAC,1909816.4,2472,Gamers,Business,60.58
2023-07-18,Data Center,Quadro P2200,Europe,999585.62,4994,Gamers,Business,41.2
2023-07-19,Gaming,Quadro P2200,South America,443444.26,2430,Educational Institutions,Individual,56.43
2023-07-19,AI,Quadro P2200,Africa,1602695.5,4226,Educational Institutions,Business,43.67
2023-07-20,AI,RTX 4090,North America,1580362.04,3062,Gamers,Individual,39.77
2023-07-20,OEM,Tesla T4,Middle East,1695167.84,2665,Educational Institutions,Individual,38.71
2023-07-20,Gaming,Quadro P2200,Middle East,681299.27,106,Cloud Providers,Individual,35.61
2023-07-21,Gaming,RTX 3080,Europe,837403.25,3836,Gamers,Business,49.9
2023-07-21,Gaming,Quadro P2200,South America,639195.61,4131,AI Researchers,Individual,42.75
2023-07-22,OEM,RTX 3080,South America,1670724.47,328,Educational Institutions,Individual,40.04
2023-07-23,Data Center,Tesla T4,Africa,775514.09,3843,Cloud Providers,Individual,39.32
2023-07-23,Gaming,Tesla V100,APAC,102206.75,234,Educational Institutions,Individual,40.04
2023-07-23,Data Center,Tesla V100,APAC,567140.42,3757,Educational Institutions,Business,51.65
2023-07-24,OEM,Quadro P2200,Middle East,1512542.13,3710,Educational Institutions,Individual,48.28
2023-07-24,Data Center,Tesla V100,South America,122346.1,4199,Educational Institutions,Individual,69.14
2023-07-24,Data Center,RTX 3080,APAC,261901.83,2456,Educational Institutions,Individual,60.07
2023-07-25,Gaming,RTX 4090,North America,468243.34,1469,Gamers,Business,42.17
2023-07-25,AI,RTX 3080,Africa,668983.2,2243,Gamers,Individual,39.92
2023-07-26,Data Center,RTX 4090,APAC,550869.98,3530,Educational Institutions,Individual,52.4
2023-07-26,AI,Tesla V100,South America,1800194.83,3668,Cloud Providers,Business,67.04
2023-07-26,AI,Tesla T4,APAC,1050765.58,4869,Educational Institutions,Individual,55.26
2023-07-26,Gaming,RTX 4090,Africa,685781.11,4182,Educational Institutions,Business,43.39
2023-07-27,OEM,RTX 3080,Africa,958381.54,306,Educational Institutions,Business,58.01
2023-07-27,Gaming,RTX 3080,APAC,994511.74,2616,AI Researchers,Individual,47.54
2023-07-28,Data Center,Quadro P2200,APAC,1790601.12,4067,Cloud Providers,Individual,45.32
2023-07-28,Gaming,Tesla T4,Europe,608054.68,3631,AI Researchers,Individual,50.18
2023-07-28,Gaming,Tesla T4,APAC,1626336.89,631,AI Researchers,Business,61.51
2023-07-28,Gaming,Tesla T4,APAC,466684.11,1062,Gamers,Business,52.3
2023-07-28,Gaming,Tesla T4,Europe,1654682.85,3439,Cloud Providers,Business,36.89
2023-07-28,Data Center,RTX 3080,North America,1519162.76,1047,Educational Institutions,Business,43.26
2023-07-29,Gaming,Tesla V100,North America,603459.16,1527,AI Researchers,Business,49.44
2023-07-29,Gaming,RTX 4090,Europe,508848.55,2189,Cloud Providers,Business,55.43
2023-07-29,AI,Tesla T4,South America,1668358.64,1614,Gamers,Business,63.17
2023-07-29,Gaming,Tesla T4,Middle East,671004.55,2968,Gamers,Business,33.02
2023-07-30,OEM,Tesla V100,North America,1835442.17,4364,Educational Institutions,Business,40.69
2023-07-30,Data Center,RTX 4090,North America,619601.34,2151,Educational Institutions,Individual,48.0
2023-07-30,OEM,Tesla T4,Europe,1728310.04,4939,Cloud Providers,Individual,56.21
2023-07-30,AI,Quadro P2200,Africa,819469.6,1256,AI Researchers,Individual,49.62
2023-07-30,Gaming,RTX 4090,South America,1816070.24,1495,AI Researchers,Individual,35.84
2023-08-01,AI,Tesla T4,Africa,1889226.14,4687,AI Researchers,Business,62.85
2023-08-01,OEM,Quadro P2200,South America,1257310.14,4509,Gamers,Business,40.66
2023-08-02,OEM,Quadro P2200,APAC,789400.31,4824,AI Researchers,Individual,63.66
2023-08-02,Data Center,Quadro P2200,APAC,1933033.08,4447,Cloud Providers,Individual,53.4
2023-08-02,Data Center,RTX 3080,North America,1469692.45,1103,Gamers,Individual,32.07
2023-08-02,Data Center,Tesla T4,North America,1693849.46,2501,Cloud Providers,Business,61.67
2023-08-03,Gaming,Tesla T4,Europe,481137.46,113,AI Researchers,Business,68.89
2023-08-03,OEM,Quadro P2200,Africa,769030.29,4114,AI Researchers,Individual,40.36
2023-08-04,OEM,RTX 3080,North America,1048413.37,2432,AI Researchers,Individual,35.95
2023-08-04,Data Center,Quadro P2200,South America,1919738.9,4414,Gamers,Business,63.01
2023-08-04,OEM,Tesla T4,Africa,1647463.49,3297,Gamers,Business,66.94
2023-08-05,Gaming,RTX 3080,Africa,186290.36,3827,AI Researchers,Individual,43.13
2023-08-05,Gaming,RTX 3080,Europe,1789714.98,2752,Gamers,Business,65.84
2023-08-05,OEM,RTX 3080,South America,1157132.55,4830,Educational Institutions,Business,34.41
2023-08-05,OEM,Tesla T4,Middle East,1317961.12,1866,Cloud Providers,Business,46.82
2023-08-05,Gaming,RTX 4090,North America,212071.82,3384,AI Researchers,Individual,33.31
2023-08-05,Data Center,RTX 4090,North America,1024801.85,3675,Educational Institutions,Individual,62.42
2023-08-06,AI,Tesla V100,South America,884710.64,712,Gamers,Business,56.3
2023-08-06,Gaming,RTX 3080,Europe,428640.24,4284,Educational Institutions,Individual,57.56
2023-08-06,Data Center,Quadro P2200,APAC,1580883.96,2812,Gamers,Individual,68.48
2023-08-06,Gaming,Tesla V100,APAC,1598556.51,650,Cloud Providers,Business,67.96
2023-08-06,OEM,RTX 4090,Middle East,1207311.92,425,Educational Institutions,Business,47.2
2023-08-06,AI,Tesla T4,South America,1326799.66,759,AI Researchers,Individual,39.62
2023-08-06,AI,RTX 3080,North America,1395866.59,2159,AI Researchers,Business,47.42
2023-08-06,AI,Quadro P2200,Africa,796714.53,1830,AI Researchers,Business,42.09
2023-08-07,Data Center,RTX 3080,Europe,863590.26,2746,AI Researchers,Business,31.5
2023-08-07,Data Center,Tesla V100,North America,1916899.64,1119,Gamers,Individual,33.53
2023-08-07,Gaming,Tesla T4,Middle East,362372.47,3300,Gamers,Business,33.49
2023-08-07,Gaming,Tesla V100,Africa,877762.32,2658,AI Researchers,Business,31.4
2023-08-07,Data Center,Quadro P2200,Europe,224974.48,607,Educational Institutions,Individual,59.49
2023-08-08,OEM,Tesla T4,South America,53360.12,3220,Educational Institutions,Business,52.83
2023-08-08,Gaming,Tesla V100,APAC,1720975.36,2306,AI Researchers,Individual,64.69
2023-08-08,Gaming,Tesla T4,North America,1956585.28,3118,Educational Institutions,Individual,49.79
2023-08-09,OEM,Tesla V100,North America,545919.29,3199,AI Researchers,Individual,47.43
2023-08-09,OEM,RTX 3080,APAC,300871.97,1373,Gamers,Individual,50.68
2023-08-10,OEM,Quadro P2200,Africa,192611.82,853,AI Researchers,Business,58.1
2023-08-10,Data Center,RTX 3080,APAC,725059.62,2916,Gamers,Business,37.21
2023-08-10,AI,Tesla V100,Middle East,1562577.3,341,Educational Institutions,Individual,30.8
2023-08-11,AI,RTX 4090,South America,694278.89,809,AI Researchers,Business,34.73
2023-08-11,OEM,Tesla T4,Africa,1515002.8,4188,Cloud Providers,Individual,47.88
2023-08-12,OEM,Tesla V100,Middle East,981995.55,700,Gamers,Business,64.03
2023-08-12,AI,Tesla V100,South America,1766288.98,725,Cloud Providers,Individual,69.46
2023-08-12,Data Center,RTX 4090,Middle East,1713730.2,4505,Gamers,Business,57.87
2023-08-12,OEM,RTX 3080,APAC,841051.98,121,Cloud Providers,Business,33.52
2023-08-12,Data Center,RTX 3080,Africa,953246.11,955,Cloud Providers,Individual,33.6
2023-08-13,OEM,Tesla V100,North America,812332.25,4114,AI Researchers,Business,51.72
2023-08-13,AI,Tesla V100,South America,168335.09,4762,AI Researchers,Individual,52.96
2023-08-13,Gaming,RTX 3080,Middle East,1545653.43,2738,Cloud Providers,Business,42.01
2023-08-13,OEM,RTX 4090,Africa,599041.78,2187,Gamers,Individual,53.16
2023-08-13,Data Center,RTX 3080,South America,735890.44,1499,Gamers,Business,67.43
2023-08-14,Data Center,Tesla T4,North America,986180.63,4180,Gamers,Business,32.63
2023-08-14,Gaming,Tesla T4,APAC,688103.25,568,Educational Institutions,Business,34.56
2023-08-14,OEM,Tesla T4,Africa,1868539.15,405,Educational Institutions,Individual,42.94
2023-08-15,OEM,Tesla V100,Europe,1210273.4,4670,Educational Institutions,Individual,46.76
2023-08-15,Data Center,RTX 4090,Africa,1952683.29,3489,Cloud Providers,Individual,49.57
2023-08-15,Data Center,Tesla V100,Europe,1038094.05,1134,Cloud Providers,Individual,33.03
2023-08-16,OEM,RTX 4090,APAC,653434.38,3346,Educational Institutions,Business,46.1
2023-08-16,AI,Quadro P2200,Africa,1113137.38,2079,Gamers,Individual,64.3
2023-08-16,AI,Quadro P2200,Middle East,1158720.52,2734,AI Researchers,Business,53.83
2023-08-17,Data Center,Tesla T4,Middle East,1170415.72,1659,Gamers,Individual,45.79
2023-08-17,OEM,Quadro P2200,Middle East,1576980.55,1329,Cloud Providers,Business,47.51
2023-08-17,AI,Tesla V100,Africa,1145580.08,647,Gamers,Individual,49.3
2023-08-17,AI,RTX 3080,APAC,900182.53,844,AI Researchers,Individual,43.34
2023-08-18,Gaming,Tesla V100,North America,637458.16,4110,Gamers,Individual,59.74
2023-08-18,AI,Tesla V100,Middle East,1623057.38,2221,AI Researchers,Individual,63.46
2023-08-19,AI,Quadro P2200,APAC,723659.74,2259,Cloud Providers,Business,41.64
2023-08-19,Gaming,RTX 3080,Middle East,184751.35,4904,Gamers,Business,69.8
2023-08-19,AI,RTX 3080,South America,1874452.91,2136,Educational Institutions,Individual,66.41
2023-08-20,OEM,Tesla V100,APAC,1216958.02,4444,AI Researchers,Individual,58.0
2023-08-20,AI,Tesla T4,Middle East,250816.61,2506,AI Researchers,Business,50.67
2023-08-20,Gaming,RTX 3080,Africa,384538.11,1572,Cloud Providers,Individual,32.67
2023-08-20,AI,Tesla V100,Europe,1808066.52,1303,Educational Institutions,Individual,45.88
2023-08-20,Gaming,Quadro P2200,Middle East,388650.28,122,Gamers,Business,60.63
2023-08-20,Gaming,RTX 4090,North America,1124522.13,2612,Cloud Providers,Individual,40.2
2023-08-21,Data Center,Tesla V100,North America,382267.02,351,AI Researchers,Business,63.72
2023-08-21,AI,Tesla V100,South America,673994.92,1962,Cloud Providers,Business,39.6
2023-08-21,AI,Quadro P2200,Africa,767521.4,149,Cloud Providers,Individual,63.74
2023-08-22,OEM,RTX 3080,South America,1645778.02,3147,AI Researchers,Individual,44.01
2023-08-22,AI,Tesla V100,Europe,1810759.21,3469,Educational Institutions,Individual,58.29
2023-08-22,OEM,Tesla T4,South America,749556.97,3454,Cloud Providers,Business,62.3
2023-08-23,Gaming,Quadro P2200,APAC,1712713.44,2343,Cloud Providers,Individual,47.7
2023-08-23,AI,RTX 3080,Africa,397086.96,4315,Gamers,Business,34.23
2023-08-24,Data Center,Quadro P2200,North America,75711.88,1882,Cloud Providers,Business,56.69
2023-08-24,OEM,Tesla V100,South America,935456.78,1171,AI Researchers,Business,54.75
2023-08-24,AI,RTX 3080,South America,1097517.05,1725,Educational Institutions,Individual,39.58
2023-08-25,Data Center,Tesla T4,Europe,791252.54,1705,Gamers,Business,47.4
2023-08-25,OEM,RTX 3080,Middle East,1348982.89,2223,Educational Institutions,Business,38.69
2023-08-25,OEM,RTX 3080,Middle East,228202.86,1175,Cloud Providers,Individual,37.01
2023-08-25,OEM,RTX 4090,South America,1627968.81,4500,AI Researchers,Individual,57.16
2023-08-25,Data Center,RTX 3080,Africa,1130548.95,1189,Gamers,Business,58.83
2023-08-26,Data Center,Tesla V100,APAC,1757827.05,3168,Educational Institutions,Individual,65.24
2023-08-27,Data Center,Tesla V100,Europe,365402.97,4958,Gamers,Individual,62.41
2023-08-27,Gaming,RTX 3080,North America,1716692.57,3233,Educational Institutions,Business,35.27
2023-08-27,AI,Quadro P2200,APAC,1057012.95,4853,Cloud Providers,Business,35.56
2023-08-27,Gaming,Tesla V100,APAC,766328.18,2379,Educational Institutions,Individual,55.19
2023-08-27,Data Center,Tesla V100,Africa,1110680.04,127,Cloud Providers,Business,52.5
2023-08-28,Data Center,Tesla V100,Africa,1647754.06,4174,Gamers,Individual,40.44
2023-08-28,Gaming,RTX 4090,APAC,158434.63,3155,Educational Institutions,Individual,30.47
2023-08-28,AI,RTX 3080,Europe,1608391.47,4894,Cloud Providers,Business,49.05
2023-08-28,Data Center,RTX 3080,Africa,596170.62,2945,Educational Institutions,Individual,61.77
2023-08-29,Data Center,RTX 4090,Europe,666607.45,4118,Educational Institutions,Individual,45.37
2023-08-29,OEM,RTX 3080,Middle East,1086440.25,3521,Educational Institutions,Individual,43.35
2023-08-30,OEM,RTX 4090,APAC,60960.69,2945,Educational Institutions,Individual,42.43
2023-08-30,Gaming,RTX 3080,APAC,1738634.24,4676,Educational Institutions,Business,67.03
2023-08-30,Gaming,Tesla T4,Middle East,1603025.67,420,AI Researchers,Individual,35.87
2023-08-30,AI,Tesla T4,North America,611118.74,3230,Educational Institutions,Business,42.92
2023-08-30,Gaming,RTX 3080,Middle East,379476.53,1597,AI Researchers,Individual,52.0
2023-08-31,OEM,Quadro P2200,Africa,922358.65,684,AI Researchers,Business,66.88
2023-08-31,AI,RTX 3080,Africa,527630.87,3313,AI Researchers,Individual,43.07
2023-08-31,AI,Quadro P2200,Africa,1436044.43,3373,Gamers,Business,48.92
2023-08-31,Data Center,Quadro P2200,Middle East,1078909.81,4727,AI Researchers,Individual,58.5
2023-08-31,OEM,RTX 4090,North America,254197.32,2111,Educational Institutions,Individual,64.82
2023-08-31,AI,RTX 3080,APAC,886921.28,3114,Gamers,Individual,64.33
2023-08-31,Data Center,Tesla T4,North America,1824051.34,4429,Gamers,Individual,44.01
2023-09-01,Gaming,RTX 3080,Africa,1438796.48,394,AI Researchers,Business,43.66
2023-09-01,Gaming,Tesla V100,South America,1320372.55,595,Gamers,Individual,50.38
2023-09-01,OEM,Quadro P2200,Africa,1841563.5,3877,Cloud Providers,Individual,59.82
2023-09-01,Gaming,RTX 3080,South America,1233014.24,3230,Cloud Providers,Individual,45.54
2023-09-02,OEM,RTX 3080,Europe,1257686.79,1404,Educational Institutions,Business,58.48
2023-09-02,Gaming,Tesla V100,North America,133509.04,531,Educational Institutions,Business,68.77
2023-09-03,OEM,RTX 4090,APAC,897083.36,3585,Cloud Providers,Business,57.09
2023-09-03,OEM,Tesla V100,Europe,70816.61,4525,Cloud Providers,Individual,37.56
2023-09-04,OEM,Quadro P2200,APAC,1616191.54,3442,Educational Institutions,Business,61.03
2023-09-04,Gaming,RTX 4090,APAC,376949.23,3164,Educational Institutions,Individual,62.51
2023-09-04,Gaming,Tesla V100,North America,1744840.95,388,AI Researchers,Individual,37.33
2023-09-04,Data Center,Tesla V100,South America,899544.26,1128,AI Researchers,Business,57.57
2023-09-05,AI,Tesla T4,North America,1803252.06,2399,Cloud Providers,Business,43.0
2023-09-06,Data Center,Quadro P2200,Europe,715833.42,4029,Cloud Providers,Individual,66.59
2023-09-06,Gaming,Quadro P2200,Europe,1327084.07,4747,Gamers,Business,30.18
2023-09-06,OEM,Quadro P2200,North America,995437.22,3382,AI Researchers,Individual,66.69
2023-09-06,AI,RTX 3080,South America,416431.59,4022,Cloud Providers,Individual,68.09
2023-09-07,OEM,RTX 3080,South America,1153563.52,2284,Educational Institutions,Individual,43.99
2023-09-07,AI,RTX 4090,South America,1951942.7,2161,Cloud Providers,Business,52.62
2023-09-07,Gaming,Tesla T4,Africa,1518066.51,1642,Gamers,Individual,40.28
2023-09-08,Gaming,Quadro P2200,Middle East,1456219.39,400,Gamers,Individual,62.53
2023-09-09,Gaming,Quadro P2200,Africa,441804.56,1689,Educational Institutions,Business,43.17
2023-09-09,Gaming,Tesla V100,APAC,769531.79,1549,Educational Institutions,Business,31.75
2023-09-09,Data Center,Tesla V100,APAC,1853245.93,1830,AI Researchers,Business,65.78
2023-09-09,Gaming,Tesla T4,Europe,1585307.33,2286,Gamers,Business,43.13
2023-09-09,Gaming,RTX 4090,Africa,414059.99,1455,Educational Institutions,Business,47.86
2023-09-09,OEM,Quadro P2200,Middle East,1059158.92,4361,Cloud Providers,Individual,59.58
2023-09-09,OEM,Quadro P2200,North America,984842.36,2652,Gamers,Business,40.7
2023-09-10,AI,Quadro P2200,North America,1500508.3,722,Cloud Providers,Business,60.56
2023-09-10,OEM,RTX 4090,South America,243161.14,3047,Educational Institutions,Individual,45.75
2023-09-10,Gaming,RTX 3080,Middle East,1949014.67,2816,Educational Institutions,Business,61.63
2023-09-10,Gaming,Tesla V100,Middle East,1922564.52,3925,Gamers,Business,52.0
2023-09-10,Data Center,Tesla T4,North America,1498287.59,2647,AI Researchers,Business,43.04
2023-09-11,Gaming,Tesla V100,North America,537953.39,1318,Educational Institutions,Business,58.98
2023-09-11,Gaming,Tesla T4,APAC,179761.58,112,AI Researchers,Business,37.91
2023-09-11,OEM,RTX 3080,North America,1141259.52,3909,Educational Institutions,Business,64.58
2023-09-12,Data Center,Tesla V100,Africa,789139.99,1913,Cloud Providers,Individual,55.09
2023-09-12,AI,Quadro P2200,South America,238602.78,2355,Cloud Providers,Business,42.06
2023-09-12,Data Center,Tesla V100,North America,1033885.15,3234,Educational Institutions,Business,32.18
2023-09-12,AI,Quadro P2200,Europe,1075514.67,4884,Educational Institutions,Business,50.34
2023-09-12,Data Center,Tesla T4,Europe,437961.58,4970,Gamers,Individual,34.99
2023-09-12,AI,Quadro P2200,Middle East,1857097.14,4055,AI Researchers,Business,47.39
2023-09-13,AI,RTX 3080,APAC,727623.33,429,Gamers,Individual,66.06
2023-09-13,Data Center,Tesla V100,APAC,697060.65,4437,AI Researchers,Business,44.92
2023-09-14,AI,Quadro P2200,North America,524490.95,2748,Educational Institutions,Business,46.62
2023-09-14,OEM,Tesla V100,South America,1113681.3,4292,Educational Institutions,Individual,54.31
2023-09-14,Data Center,Tesla V100,Europe,1414370.72,1587,Educational Institutions,Individual,57.04
2023-09-14,Data Center,Tesla V100,Middle East,308153.63,2549,Cloud Providers,Business,53.69
2023-09-15,OEM,Tesla V100,South America,742706.96,3188,Educational Institutions,Individual,62.51
2023-09-15,Data Center,Quadro P2200,Middle East,152433.45,261,Cloud Providers,Individual,55.19
2023-09-15,OEM,RTX 4090,Africa,486814.89,1762,Gamers,Individual,36.54
2023-09-15,Data Center,Quadro P2200,Africa,1828483.26,564,AI Researchers,Business,40.08
2023-09-16,OEM,RTX 3080,Europe,1741332.98,4014,AI Researchers,Individual,36.57
2023-09-16,Data Center,Tesla V100,Africa,303695.39,658,AI Researchers,Individual,48.94
2023-09-17,Gaming,Quadro P2200,Middle East,703212.12,4200,Educational Institutions,Individual,62.71
2023-09-19,OEM,Tesla V100,Middle East,185186.53,3114,Educational Institutions,Individual,60.23
2023-09-19,OEM,RTX 3080,APAC,574360.69,3819,AI Researchers,Business,43.62
2023-09-19,OEM,RTX 3080,Africa,1628290.46,2139,AI Researchers,Business,62.29
2023-09-19,OEM,RTX 3080,South America,1134940.72,4921,Gamers,Individual,49.91
2023-09-20,OEM,Quadro P2200,North America,1247326.86,1491,Gamers,Business,65.94
2023-09-20,OEM,RTX 4090,North America,876633.42,3077,Educational Institutions,Individual,40.66
2023-09-20,Data Center,Quadro P2200,South America,1166214.51,2922,Educational Institutions,Business,52.28
2023-09-21,AI,Tesla V100,APAC,1263057.11,735,Gamers,Business,34.95
2023-09-21,AI,RTX 3080,North America,669794.64,3688,Cloud Providers,Business,42.52
2023-09-21,Gaming,RTX 4090,Europe,772945.37,4760,Cloud Providers,Individual,32.57
2023-09-22,Data Center,Quadro P2200,South America,651192.89,4967,Gamers,Individual,66.79
2023-09-22,Data Center,RTX 3080,North America,1399342.45,2783,Cloud Providers,Individual,59.36
2023-09-22,AI,Quadro P2200,North America,1130650.1,3056,AI Researchers,Business,44.4
2023-09-22,AI,Tesla V100,South America,843660.48,4263,AI Researchers,Business,30.26
2023-09-22,Gaming,RTX 4090,APAC,1201219.85,4892,Educational Institutions,Individual,68.07
2023-09-23,OEM,RTX 3080,APAC,711134.34,190,Educational Institutions,Individual,38.14
2023-09-23,Gaming,Tesla T4,Africa,730785.81,4947,Cloud Providers,Business,41.26
2023-09-23,Data Center,Quadro P2200,North America,884156.66,552,AI Researchers,Business,61.99
2023-09-23,AI,RTX 3080,Africa,1712215.45,1823,Educational Institutions,Individual,62.91
2023-09-23,OEM,RTX 3080,Europe,127720.14,2816,Educational Institutions,Business,61.7
2023-09-24,Gaming,Quadro P2200,Middle East,1716637.37,194,Cloud Providers,Business,42.47
2023-09-24,OEM,RTX 3080,Africa,82880.56,4235,Cloud Providers,Individual,60.67
2023-09-24,Gaming,RTX 3080,Europe,1756068.57,1797,Cloud Providers,Individual,66.8
2023-09-24,OEM,Tesla T4,Europe,50924.97,1749,AI Researchers,Individual,63.76
2023-09-24,AI,Quadro P2200,South America,297972.68,4306,Cloud Providers,Individual,57.04
2023-09-24,Data Center,Tesla T4,Africa,1923763.8,1732,AI Researchers,Individual,32.92
2023-09-25,Data Center,Tesla T4,APAC,1426921.57,4052,Cloud Providers,Business,41.16
2023-09-26,OEM,Quadro P2200,Middle East,1224653.66,2902,Educational Institutions,Individual,67.54
2023-09-26,Data Center,Tesla T4,Europe,399141.54,409,AI Researchers,Business,48.33
2023-09-26,Data Center,RTX 3080,Europe,1479004.47,3100,Cloud Providers,Business,38.64
2023-09-26,AI,Tesla T4,Africa,1300422.6,4300,Gamers,Individual,57.46
2023-09-27,OEM,RTX 4090,South America,335873.99,3224,Cloud Providers,Business,41.35
2023-09-28,Data Center,Quadro P2200,APAC,168107.66,1032,AI Researchers,Business,52.62
2023-09-28,Data Center,Tesla V100,Middle East,696819.76,4312,Educational Institutions,Business,34.11
2023-09-28,OEM,Tesla T4,Europe,392098.17,2092,AI Researchers,Individual,57.55
2023-09-28,OEM,Quadro P2200,Europe,521294.49,3349,AI Researchers,Business,38.07
2023-09-29,AI,Tesla T4,South America,772506.16,2183,Educational Institutions,Individual,65.04
2023-09-29,OEM,Tesla T4,Middle East,624525.81,3248,Gamers,Business,51.76
2023-09-29,AI,Tesla V100,Africa,1346294.56,2380,Cloud Providers,Business,42.52
2023-09-29,Data Center,RTX 3080,Middle East,669786.22,1213,Educational Institutions,Individual,41.51
2023-10-01,AI,RTX 4090,North America,1219931.44,1288,Gamers,Individual,69.06
2023-10-01,Gaming,Tesla T4,South America,1806762.97,4192,AI Researchers,Business,36.89
2023-10-02,AI,Tesla V100,Middle East,462894.5,860,AI Researchers,Individual,61.65
2023-10-02,AI,Tesla V100,Africa,1068193.97,4400,AI Researchers,Individual,46.8
2023-10-02,Data Center,Tesla T4,Europe,987797.95,4876,AI Researchers,Business,42.95
2023-10-03,OEM,RTX 4090,North America,1465334.41,3406,Educational Institutions,Individual,38.09
2023-10-03,AI,Quadro P2200,Middle East,591051.7,4004,AI Researchers,Business,66.89
2023-10-04,AI,RTX 4090,North America,1046709.12,954,AI Researchers,Individual,59.99
2023-10-04,Gaming,RTX 4090,APAC,1197964.9,1073,Cloud Providers,Business,35.93
2023-10-04,Gaming,Quadro P2200,APAC,1391923.03,1659,AI Researchers,Individual,37.41
2023-10-04,Data Center,Tesla V100,Europe,91202.95,3826,AI Researchers,Individual,42.75
2023-10-04,AI,Tesla V100,APAC,941678.83,1001,Cloud Providers,Business,40.92
2023-10-04,AI,Tesla T4,Africa,1681237.53,2780,Gamers,Individual,58.23
2023-10-05,Gaming,RTX 4090,North America,371541.96,255,Educational Institutions,Individual,68.78
2023-10-05,AI,RTX 4090,Europe,1769649.44,1439,Educational Institutions,Individual,47.32
2023-10-05,AI,RTX 3080,North America,990158.84,2510,Educational Institutions,Individual,43.82
2023-10-05,Data Center,Tesla T4,APAC,1090727.94,3803,Gamers,Individual,68.68
2023-10-06,Data Center,Tesla V100,North America,457959.01,4027,Educational Institutions,Individual,65.98
2023-10-07,AI,Quadro P2200,APAC,1544973.65,3654,Educational Institutions,Business,41.52
2023-10-07,AI,Quadro P2200,Middle East,1771551.97,1105,Gamers,Individual,58.34
2023-10-07,Gaming,RTX 4090,Europe,862957.93,656,Gamers,Business,68.3
2023-10-07,Gaming,Tesla T4,Middle East,402600.91,1116,Gamers,Business,51.67
2023-10-07,OEM,Tesla T4,South America,950720.74,4997,Gamers,Individual,33.08
2023-10-07,Data Center,RTX 3080,Middle East,1312683.64,3364,Gamers,Business,42.96
2023-10-08,Gaming,RTX 3080,Middle East,773091.01,4678,Educational Institutions,Business,35.99
2023-10-08,AI,Quadro P2200,Middle East,859654.37,263,Cloud Providers,Individual,39.36
2023-10-08,AI,Quadro P2200,South America,594661.29,3978,AI Researchers,Individual,32.83
2023-10-08,OEM,RTX 4090,APAC,204118.24,922,AI Researchers,Individual,44.93
2023-10-08,OEM,RTX 4090,Europe,1869543.23,3901,Cloud Providers,Business,48.62
2023-10-09,OEM,Tesla V100,Europe,1548973.57,1765,Gamers,Business,42.96
2023-10-09,Data Center,Tesla T4,North America,453865.1,2474,Educational Institutions,Individual,44.04
2023-10-09,Data Center,Quadro P2200,Europe,266321.26,4640,Gamers,Individual,67.83
2023-10-09,AI,Quadro P2200,Africa,1716833.32,1406,AI Researchers,Individual,55.19
2023-10-10,AI,RTX 3080,North America,1755328.43,1474,Educational Institutions,Individual,41.74
2023-10-10,Gaming,Tesla T4,South America,1822892.56,2265,Educational Institutions,Individual,35.96
2023-10-10,OEM,RTX 3080,Europe,932626.79,1307,Educational Institutions,Business,51.76
2023-10-10,OEM,Quadro P2200,Europe,741759.37,3182,Gamers,Individual,64.56
2023-10-11,AI,RTX 4090,North America,1271971.55,4803,AI Researchers,Business,67.31
2023-10-11,Data Center,RTX 3080,APAC,1264627.73,1680,Educational Institutions,Individual,60.8
2023-10-11,Gaming,RTX 3080,Europe,1686923.85,4852,Gamers,Individual,59.47
2023-10-11,Gaming,RTX 4090,North America,899243.77,989,Cloud Providers,Business,41.75
2023-10-11,Gaming,RTX 4090,Africa,230580.78,2663,AI Researchers,Individual,60.74
2023-10-11,OEM,Tesla V100,Africa,1730366.7,358,AI Researchers,Individual,44.12
2023-10-12,OEM,RTX 3080,South America,435942.87,4926,Gamers,Individual,56.24
2023-10-12,Data Center,Tesla T4,Middle East,773182.61,4868,Educational Institutions,Business,34.89
2023-10-12,AI,Quadro P2200,South America,1197391.61,758,Educational Institutions,Business,66.71
2023-10-13,AI,RTX 3080,South America,1882993.02,1998,Educational Institutions,Individual,56.26
